timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
,,,,,,60844,109,,,,
,,,,,,60904,106,,,,
,,,,,,61024,110,,,,
,,3777,2114.000,walking,133,61024,,2,,,
,,,,,,61084,107,,,,
,,0,196.000,generic,12,61084,,6,,,
,,,,,,61264,110,,,,
,,3874,2294.000,walking,146,61264,,1,,,
,,,,,,61324,109,,,,
,,3884,2354.000,walking,149,61324,,0,,,
,,,,,,61444,105,,,,
,,0,316.000,generic,19,61444,,4,,,
,,,,,,61504,93,,,,
,,3923,2392.000,walking,150,61504,,1,,,
,,,,,,61564,88,,,,
2024-05-08T08:49:00.000Z,,,,sedentary,,,,3,,,
,,,,,,61624,82,,,,
,,,,,,61684,87,,,,
,,,,,,61744,92,,,,
,,,,,,61804,95,,,,
,,,,,,61864,100,,,,
,,,,,,61924,95,,,,
,,,,,,61984,94,,,,
,,,,,,62044,92,,,,
,,,,,,62104,91,,,,
